机构名称,统一社会信用代码,Excel等级(原始),Excel等级(标准),DB等级,DB记录ID
诸暨市陶朱街道城西新村卫生所（2）,TE3306813300268460,未定级,无等级,未定级,55533.0
诸暨市陶朱街道宋家畈村卫生室（站）,TE3306813300268900,未定级,无等级,未定级,55518.0
诸暨市陶朱街道开义村卫生室（站）,TE3306813300266790,未定级,无等级,未定级,55521.0
诸暨市陶朱街道开义村卫生所,TE3306813300261050,未定级,无等级,未定级,55537.0
诸暨市陶朱街道开元村卫生室,TE3306813300262480,未定级,无等级,未定级,55547.0
诸暨市陶朱街道开元村卫生所（1）,TE3306813300267490,未定级,无等级,未定级,55538.0
诸暨市陶朱街道开元村卫生所（2）,TE3306813300255010,未定级,无等级,未定级,55529.0
诸暨市陶朱街道张乐村卫生室,TE3306813300257100,未定级,无等级,未定级,55544.0
诸暨市陶朱街道张乐村卫生所,TE3306813300265860,未定级,无等级,未定级,55543.0
诸暨市陶朱街道明德小学医务室,123306814714809606,未定级,无等级,未定级,55523.0
诸暨市陶朱街道汪阁村卫生所,TE3306813300260530,未定级,无等级,未定级,55527.0
诸暨市陶朱街道白门下村卫生室（站）,TE3306813300260630,未定级,无等级,未定级,55517.0
诸暨市陶朱街道白门下村卫生所,TE3306813300256840,未定级,无等级,未定级,55534.0
诸暨市陶朱街道社区卫生服务中心,12330681471481314J,未定级,无等级,未定级,55421.0
诸暨市陶朱街道祝桥头村卫生室,TE3306813300263420,未定级,无等级,未定级,55542.0
诸暨市陶朱街道红门村卫生室,TE3306813300338850,未定级,无等级,未定级,55546.0
诸暨市陶朱街道联合村卫生室（站）,TE3306813300263700,未定级,无等级,未定级,55516.0
诸暨市陶朱街道西湖村卫生室,TE3306813300258140,未定级,无等级,未定级,55545.0
诸暨市陶朱街道西湖村卫生所,N2330681MF1253602A,未定级,无等级,未定级,55536.0
诸暨市陶朱街道西苑村卫生室,TE3306813300255440,未定级,无等级,未定级,55524.0
诸暨市陶朱街道西苑村卫生所,TE3306813300257910,未定级,无等级,未定级,55525.0
诸暨市陶朱街道青龙谷村卫生室,54330681ME0156671L,未定级,无等级,未定级,55548.0
诸暨市隆基医药连锁有限公司同春堂中医诊所,91330681MADN1QET4M,未定级,无等级,未定级,55806.0
诸暨市马剑镇建辉村卫生室（站）,TE3306813300258280,未定级,无等级,未定级,55677.0
诸暨市马剑镇状元村卫生室（站）,1233068147148120X9,未定级,无等级,未定级,55672.0
诸暨市马剑镇狮源村卫生室,TE3306813300261550,未定级,无等级,未定级,55676.0
诸暨市马剑镇石门村卫生室,N2330681794379058L,未定级,无等级,未定级,55675.0
诸暨市马剑镇社区卫生服务中心平阳社区卫生服务站,TE3306813300267970,未定级,无等级,未定级,55679.0
诸暨市马剑镇社栗金村卫生室（站）,TE3306813300257800,未定级,无等级,未定级,55673.0
诸暨市马剑镇金沙村卫生室,TE3306813300262920,未定级,无等级,未定级,55674.0
诸暨市马剑镇龙门村卫生室（站）,TE3306813300265480,未定级,无等级,未定级,55678.0
诸暨广源堂中医诊所,91330681MACD7KMP8K,未定级,无等级,未定级,55172.0
诸暨店口中康医院,TE3306813300448880,未定级,无等级,未定级,55143.0
诸暨康加中医诊所,91330681MADKJBQU3A,未定级,无等级,未定级,55831.0
诸暨康祥堂中医诊所,91330681MAEMYFNQ8G,未定级,无等级,未定级,55526.0
诸暨延知中医诊所,91330681MADLWH860U,未定级,无等级,未定级,55826.0
诸暨弘和中医诊所,91330681MADCCF0R9Y,未定级,无等级,未定级,55843.0
诸暨弘济医院,52330681307726965H,未定级,无等级,未定级,55994.0
诸暨弘益堂中医诊所,91330681MAEK299Y1X,未定级,无等级,未定级,55655.0
诸暨张利华中医诊所,92330681MA2JURXJ05,未定级,无等级,未定级,56030.0
诸暨徐仁堂中医诊所,91330681MADKMBRC9A,未定级,无等级,未定级,55839.0
诸暨徐合堂中医诊所,91330681MADKRTML71,未定级,无等级,未定级,55838.0
诸暨惠众堂中医诊所,91330681MADLEWHH0D,未定级,无等级,未定级,55730.0
诸暨惠健堂中医诊所,91330681MA2LN4TX09,未定级,无等级,未定级,55747.0
诸暨技师学院医务室,TE3306813300267020,未定级,无等级,未定级,55329.0
诸暨文华医院,91330681MA29B61360,未定级,无等级,未定级,55171.0
诸暨方格堂中医诊所,91330681MAELYQFC15,未定级,无等级,未定级,55199.0
诸暨日康中医诊所,91330681MADLBCQ67L,未定级,无等级,未定级,55198.0
诸暨昱曦中医诊所,91330681MAD89M9H31,未定级,无等级,未定级,55845.0
诸暨暨阳康复医院,91330681MA2BGF420A,未定级,无等级,未定级,55854.0
诸暨暨阳德中口腔医院,91330681MA2D8QFB2G,未定级,无等级,未定级,55711.0
诸暨暨阳护理院,91330681MA29D0MC85,未定级,无等级,未定级,55194.0
诸暨杏邻中医诊所,91330681MADXHWQKXF,未定级,无等级,未定级,55792.0
诸暨杭成口腔门诊部,91330681MA2JTW6794,未定级,无等级,未定级,55659.0
诸暨枫桥学院医务室,91330681MA2JQKHX23,未定级,无等级,未定级,55606.0
诸暨梁记堂中医诊所,91330681MADN4KN981,未定级,无等级,未定级,55822.0
诸暨梧本道中医诊所,91330681MACRAJ5X18,未定级,无等级,未定级,55809.0
诸暨水堂中医诊所,91330681MADPX0W74F,未定级,无等级,未定级,55271.0
诸暨永安中医诊所,91330681MA2JQ7762U,未定级,无等级,未定级,56016.0
诸暨泓宇中医诊所,91330681MADJPLRY12,未定级,无等级,未定级,55833.0
诸暨海亮医院,91330681MA2JTAN93C,未定级,无等级,未定级,55436.0
诸暨爱尔眼科医院,91330681MA29CN7L3M,未定级,无等级,未定级,55671.0
诸暨祺康堂中医诊所,91330681MAENLNWD06,未定级,无等级,未定级,55209.0
诸暨科民中医诊所,92330681MADGJTQG4K,未定级,无等级,未定级,55837.0
诸暨秦玉东中医诊所,92330681MAEQEHQ71U,未定级,无等级,未定级,55175.0
诸暨缘吉药店有限公司中医诊所,91330681329965975Y,未定级,无等级,未定级,56031.0
诸暨美年大健康体检中心,91330681MA2BFLCN45,未定级,无等级,未定级,55710.0
诸暨至简中医诊所,91330681MADNCUR94D,未定级,无等级,未定级,55786.0
诸暨艾玛妇产医院,9133068108739702X5,未定级,无等级,未定级,55131.0
诸暨艾高门诊部,91330681MA2JQXBBXA,未定级,无等级,未定级,55708.0
诸暨芝裕堂中医诊所,91330681MACLD5GX4C,未定级,无等级,未定级,55656.0
诸暨荣怀中学医务室,TE3306813300264100,未定级,无等级,未定级,55333.0
诸暨西子美医疗美容医院,91330681087368827E,未定级,无等级,未定级,55704.0
诸暨西子美口腔门诊部,91330681MAC1TYK40F,未定级,无等级,未定级,55434.0
诸暨詹氏中医骨伤医院,52330681MJ9548848R,未定级,无等级,未定级,56012.0
诸暨诚好堂中医诊所,91330681MACXJXXU8U,未定级,无等级,未定级,55881.0
诸暨越杏堂中医诊所,91330681MAEPYTU000,未定级,无等级,未定级,55195.0
诸暨越极鹤中医诊所,91330681MAEHBMMB8B,未定级,无等级,未定级,55182.0
诸暨青芝堂中医诊所,91330681MADLX73H70,未定级,无等级,未定级,55226.0
诸暨颐和康复护理院,91330681MA2BF2JB99,未定级,无等级,未定级,55292.0
诸暨首健中医诊所,91330681MA29DJC91B,未定级,无等级,未定级,55903.0
诸暨齐福堂中医诊所,91330681MAE4FRLL76,未定级,无等级,未定级,55771.0
象山丹城口腔医院,91330225MA281CGLXH,未定级,无等级,未定级,43424.0
象山佳博牙科医院,91330225MA2AF3FG61,未定级,无等级,未定级,43505.0
象山县东陈乡南堡村卫生室,B5433022500054100D,未定级,无等级,未定级,43449.0
象山县东陈乡卫生院,12330225419575030C,未定级,无等级,未定级,43448.0
象山县东陈乡岳头村卫生室,TE3302253300073360,未定级,无等级,未定级,43451.0
象山县东陈乡松岙村卫生室,TE3302253300469730,未定级,无等级,未定级,43360.0
象山县东陈乡松岙（松农）村卫生室,91330225MA2CHI7G7P,未定级,无等级,未定级,43450.0
象山县东陈乡红岩村卫生室,TE3302253300079580,未定级,无等级,未定级,43403.0
象山县丹东街道社区卫生服务中心,12330225MB1P20612A,无级别,无级别,未定级,43317.0
象山县丹西街道樟树下村卫生室,TE3302253300089190,未定级,无等级,未定级,43334.0
象山县丹西街道白石村（吴宝国）卫生室,12330225419575153D,未定级,无等级,未定级,43339.0
象山县公安局医务室,TE3302253300444400,未定级,无等级,未定级,43587.0
象山县卫生进修学校门诊部,123302254195747248,未定级,无等级,未定级,43423.0
象山县墙头镇上沙村卫生室,B9933022500016230S,未定级,无等级,未定级,43366.0
象山县墙头镇凤泉村卫生室,N23302257645334562,未定级,无等级,未定级,43364.0
象山县墙头镇卫生院,12330225419575065Y,未定级,无等级,未定级,43331.0
象山县墙头镇岭下村卫生室,N2330225MA293D879H,未定级,无等级,未定级,43363.0
象山县墙头镇洋北村卫生室,N23302257867598354,未定级,无等级,未定级,43365.0
象山县墙头镇舫前村卫生室,N23302257281249388,未定级,无等级,未定级,43454.0
象山县大徐镇上岙村卫生室,91330225NA292TD367,未定级,无等级,未定级,43416.0
象山县大徐镇铁拾村卫生室,N2330225764525333P,未定级,无等级,未定级,43408.0
象山县大徐镇陈山村卫生室,N2330225B08570059P,未定级,无等级,未定级,43407.0
象山县大徐镇黄盆岙村（陈才华）卫生室,N23302257685183681,未定级,无等级,未定级,43415.0
象山县妇幼保健计划生育服务中心,12330225419574783B,未定级,无等级,未定级,43342.0
象山县定塘镇下营村卫生室,N2330225419581481G,未定级,无等级,未定级,43405.0
象山县定塘镇中坭村卫生室,N23302255039382872,未定级,无等级,未定级,43361.0
象山县定塘镇中心卫生院,TE3302253300071790,未定级,无等级,未定级,43319.0
象山县定塘镇中站村卫生室,12330225419575129W,未定级,无等级,未定级,43351.0
象山县定塘镇方前村卫生室,N2330225MA283MCN9Y,未定级,无等级,未定级,43422.0
象山县定塘镇洋岙村卫生室,TE3302253300072800,未定级,无等级,未定级,43421.0
象山县定塘镇白墩村卫生室,N2330225734245461U,未定级,无等级,未定级,43404.0
象山县定塘镇礁横村卫生室,N2330225419581596N,未定级,无等级,未定级,43420.0
象山县定塘镇花港村卫生室,N2330225768501611W,未定级,无等级,未定级,43406.0
象山县康复医院,1233022509190053X4,未定级,无等级,未定级,43488.0
象山县急救站,12330225MB0W018629,未定级,无等级,未定级,43457.0
象山县新桥镇下七里村卫生室,N2330225B08570841B,未定级,无等级,未定级,43393.0
象山县新桥镇关头村(史秀月）卫生室,N23302257756112022,未定级,无等级,未定级,43336.0
象山县新桥镇山根（井头）村卫生室,N2330225MF0793965Q,未定级,无等级,未定级,43392.0
象山县新桥镇洋坑山头王村卫生室,N2330225728097183R,未定级,无等级,未定级,43394.0
象山县新桥镇灵岙村卫生室,N2330225778223504P,未定级,无等级,未定级,43355.0
象山县新桥镇高塘村卫生室,N23302257756137421,未定级,无等级,未定级,43438.0
象山县新桥镇高湾村卫生室,N2330225B084595103,未定级,无等级,未定级,43439.0
象山县新桥镇黄公岙村卫生室,91330225MA293CQDXR,未定级,无等级,未定级,43388.0
象山县晓塘乡新厂村卫生室,B9933022500056110R,未定级,无等级,未定级,43397.0
象山县晓塘乡晓塘村卫生室,12330225419574994T,未定级,无等级,未定级,43353.0
象山县晓塘乡竹峙村卫生室,91330225MA2CHGWR2A,未定级,无等级,未定级,43436.0
象山县晓塘乡黄埠村卫生室,91330225MA2837PC0J,未定级,无等级,未定级,43396.0
象山县机关事务管理局医务室,TE3302253300079620,未定级,无等级,未定级,43441.0
象山县泗洲头镇上马岙村卫生室,91330225MA2931KT2P,未定级,无等级,未定级,43358.0
象山县泗洲头镇下马岙村卫生室,91330225MA2931LX1D,未定级,无等级,未定级,43399.0
象山县泗洲头镇卫生院,12330225419574871R,未定级,无等级,未定级,43357.0
象山县泗洲头镇塘后村卫生室,91330225MA2931FH2P,未定级,无等级,未定级,43359.0
象山县泗洲头镇峙后村卫生室,91330225MA2934KR4J,未定级,无等级,未定级,43432.0
象山县泗洲头镇杨大场村卫生室,91330225MA2933PP7J,未定级,无等级,未定级,43433.0
象山县泗洲头镇肖胡村卫生室,91330225MA2933Q09D,未定级,无等级,未定级,43434.0
象山县泗洲头镇苏岙村卫生室,91330225MA2933PR3Y,未定级,无等级,未定级,43398.0
象山县涂茨镇屿岙村卫生室,Q54330225000178603,未定级,无等级,未定级,43395.0
象山县涂茨镇旭拱岙村卫生室,Q99330225000448508,未定级,无等级,未定级,43389.0
象山县涂茨镇毛湾村卫生室,B9933022500017850M,未定级,无等级,未定级,43391.0
象山县涂茨镇珠山村卫生室,Q99330225000159402,未定级,无等级,未定级,43437.0
象山县涂茨镇钱仓村卫生室,Q9933022500009290E,未定级,无等级,未定级,43390.0
象山县爵溪街道公屿农村卫生室,91330225MA291LX952,未定级,无等级,未定级,43367.0
象山县爵溪街道社区卫生服务中心玉泉社区卫生服务站,12330225MB1800552J,无级别,无级别,未定级,43313.0
象山县疾病预防控制中心门诊部,123302254195747916,未定级,无等级,未定级,43502.0
象山县石浦镇上塘村卫生室,TE3302253300071560,未定级,无等级,未定级,43322.0
象山县石浦镇上金鸡村卫生室,91330225MA293J2C86,未定级,无等级,未定级,43471.0
象山县石浦镇下塘村卫生室,91330225MA2932502L,未定级,无等级,未定级,43473.0
象山县石浦镇下洋墩村（程玉琴）卫生室,91330225MA29347W2B,未定级,无等级,未定级,43347.0
象山县石浦镇下金鸡村卫生室,N2330225MA293E3Y08,未定级,无等级,未定级,43470.0
象山县石浦镇东港村（陈珠云）卫生室,91330225MA29341D9F,未定级,无等级,未定级,43475.0
象山县石浦镇东边村卫生室,91330225MA2AFRJE0C,未定级,无等级,未定级,43469.0
象山县石浦镇东门渔村（王行理）卫生室,91330225MA293GNU00,未定级,无等级,未定级,43474.0
象山县石浦镇中心卫生院城里社区卫生服务站,1233022541957509XC,未定级,无等级,未定级,43324.0
象山县石浦镇五爱村卫生室,N2330225MA293EXW5R,未定级,无等级,未定级,43464.0
象山县石浦镇兰家村卫生室,N2330225MA2932T3X2,未定级,无等级,未定级,43460.0
象山县石浦镇北山村卫生室,91330225MA2AFHC204,未定级,无等级,未定级,43462.0
象山县石浦镇半岭村卫生室,91330225MA29317K6Q,未定级,无等级,未定级,43463.0
象山县石浦镇平阳厂村（娄国平）卫生室,91330225MA293EGC39,未定级,无等级,未定级,43468.0
象山县石浦镇文旦港村（徐美春）卫生室,91330225MA292YDB59,未定级,无等级,未定级,43352.0
象山县石浦镇昌国东卫村卫生室,N2330225MA2AEPK1XP,未定级,无等级,未定级,43461.0
象山县石浦镇星塘村卫生室,N2330225MA2933MN1R,未定级,无等级,未定级,43467.0
象山县石浦镇晓湾村卫生室,91330225MA2934PF8B,未定级,无等级,未定级,43466.0
象山县石浦镇横峙村卫生室,N2330225MA292TK65Q,未定级,无等级,未定级,43472.0
象山县石浦镇番头岙村卫生室,91330225MA293NG187,未定级,无等级,未定级,43459.0
象山县石浦镇石浦渔村卫生室,91330225MA292YDD1Y,未定级,无等级,未定级,43465.0
象山县石浦镇鸡鸣村卫生室,91330225MA2AEXD41X,未定级,无等级,未定级,43362.0
象山县老年医院,12330225316827733Y,未定级,无等级,未定级,43340.0
象山县茅洋乡南充村卫生室,N2330225764525894D,未定级,无等级,未定级,43376.0
象山县茅洋乡卫生院,12330225419575022H,未定级,无等级,未定级,43337.0
象山县茅洋乡屠家园村卫生室,91330225MA292C5Y24,未定级,无等级,未定级,43371.0
象山县茅洋乡杨家岙村卫生室,N2330225MA293DTA7L,未定级,无等级,未定级,43374.0
象山县茅洋乡白岩下村卫生室,N2330225MA292ER77B,未定级,无等级,未定级,43375.0
象山县茅洋乡茅洋村卫生室,N2330225MA292ER34X,未定级,无等级,未定级,43372.0
象山县茅洋乡蛎港兴村卫生室,N2330225MA292LDY8D,未定级,无等级,未定级,43373.0
象山县西周镇中心卫生院,12330225419575137P,未定级,无等级,未定级,43328.0
象山县西周镇儒雅洋村卫生室,91330225MA2CH0KG2A,未定级,无等级,未定级,43384.0
象山县西周镇勤丰村卫生室,TE3302253300073860,未定级,无等级,未定级,43386.0
象山县西周镇官山村卫生室,Q5433022500032180U,未定级,无等级,未定级,43442.0
象山县西周镇尚瀛村卫生室,TE3302253300075640,未定级,无等级,未定级,43440.0
象山县西周镇弘瀛村卫生室,TE3302253300084820,未定级,无等级,未定级,43444.0
象山县西周镇文岙村卫生室,91330225MA2935W6XL,未定级,无等级,未定级,43443.0
象山县西周镇柴溪村卫生室,91330225MA293QPPX5,未定级,无等级,未定级,43381.0
象山县西周镇淡港村卫生室,Q5433022500039480Y,未定级,无等级,未定级,43387.0
象山县西周镇清溪村卫生室,91330225MA2AFK8Y58,未定级,无等级,未定级,43385.0
象山县西周镇滨港村卫生室,TE3302253300081590,未定级,无等级,未定级,43350.0
象山县西周镇牌头村卫生室,TE3302253300074330,未定级,无等级,未定级,43383.0
象山县西周镇莲花村卫生室,91330225MA293U234H,未定级,无等级,未定级,43445.0
象山县西周镇赖岙村卫生室,Q54330225000250305,未定级,无等级,未定级,43382.0
象山县贤庠镇下庄村（周维维）卫生室,91330225MA2AFUEH1A,未定级,无等级,未定级,43426.0
象山县贤庠镇中心卫生院,12330225419575145J,未定级,无等级,未定级,43410.0
象山县贤庠镇乌屿山村卫生室,91330225MA2AEYTF6R,未定级,无等级,未定级,43401.0
象山县贤庠镇海墩村中横卫生室,N2330225MA2AGWPW5K,未定级,无等级,未定级,43425.0
象山县贤庠镇溪沿村卫生室,B9933022500010060D,未定级,无等级,未定级,43400.0
象山县贤庠镇珠北村卫生室,B9933022500070190R,未定级,无等级,未定级,43427.0
象山县贤庠镇盐厂村卫生室,N23302257685190371,未定级,无等级,未定级,43430.0
象山县贤庠镇着衣亭村卫生室,Q9933022500049200X,未定级,无等级,未定级,43402.0
象山县贤庠镇蒲门村卫生室,N2330225B084600362,未定级,无等级,未定级,43431.0
象山县贤庠镇西山下村卫生室,N2330225B08569373H,未定级,无等级,未定级,43428.0
象山县贤庠镇贤庠村（张定荣）卫生室,91330225MA2CH4KY0F,未定级,无等级,未定级,43429.0
象山县高塘岛乡林港村(欧坤连)卫生室,TE3302253300551330,未定级,无等级,未定级,43446.0
象山县高塘岛乡花岙岛村卫生室,12330225419574951D,未定级,无等级,未定级,43380.0
象山县鹤浦镇中心卫生院,12330225MB15219326,未定级,无等级,二级,43338.0
象山县鹤浦镇五利村卫生室,TE3302253300084540,未定级,无等级,未定级,43452.0
象山县鹤浦镇大南田村卫生室,TE3302253300080770,未定级,无等级,未定级,43369.0
象山县鹤浦镇小百丈村卫生室,123302254195751100,未定级,无等级,未定级,43368.0
象山县鹤浦镇樊岙村卫生室,TE3302253300073330,未定级,无等级,未定级,43370.0
象山县鹤浦镇鹤南村卫生室,TE3302253300079050,未定级,无等级,未定级,43447.0
象山县黄避岙乡兵营村卫生室,91330225MA291YTR2G,未定级,无等级,未定级,43379.0
象山县黄避岙乡大林村卫生室,91330225MA2920TY2L,未定级,无等级,未定级,43377.0
象山县黄避岙乡白屿村卫生室,91330225MA284REC09,未定级,无等级,未定级,43378.0
象山县黄避岙乡高泥村卫生室,91330225MA283U540L,未定级,无等级,未定级,43335.0
象山县黄避岙乡黄避岙村卫生室,12330225419574839E,未定级,无等级,未定级,43356.0
象山同瑞康复医院,91330225MABNTMHP9T,未定级,无等级,未定级,43323.0
象山名心中医诊所,91330225MA2GQPC95B,未定级,无等级,未定级,43497.0
象山大皆春同饮和中医诊所,91330225MAD3QGXM9L,未定级,无等级,未定级,43517.0
象山影视城医务室,913302257685171707,未定级,无等级,未定级,43349.0
象山星城医院,91330225772326799F,未定级,无等级,未定级,43522.0
象山普济康复医院,91330225MAE1XTTM7D,未定级,无等级,未定级,43345.0
象山朱春丽中医诊所,92330225MA2GTM0H24,未定级,无等级,未定级,43588.0
象山梓凝堂中医诊所,91330225MAD9YPDPXA,未定级,无等级,未定级,43511.0
象山正极堂中医诊所,92330225MA2ELD0L53,未定级,无等级,未定级,43498.0
象山沈章朝中医诊所,92330225MA2AJUNL35,未定级,无等级,未定级,43508.0
象山爱尔眼科医院,91330225MA282MK14A,未定级,无等级,未定级,43343.0
象山翁敬堂骨伤医院,91330225726388526Y,未定级,无等级,未定级,43419.0
象山葛官青中医诊所,92330225MA2KQHJC6W,未定级,无等级,未定级,43515.0
象山郑金海中医诊所,92330225MACRUQLX1H,未定级,无等级,未定级,43516.0
象山陶敏峰盲人医疗按摩所,92330225MA2ELPK46R,未定级,无等级,未定级,43314.0
越中口腔医院,52330603554780696G,未定级,无等级,未定级,53382.0
越州中学医务室,12330600673871855H,未定级,无等级,未定级,54159.0
路桥中品口腔门诊部,91331004MAEGA6TL4T,未定级,无等级,未定级,65001.0
路桥中学医务室,TE3310043300330330,未定级,无等级,未定级,64999.0
路桥九味堂中医诊所有限公司新兴路中医诊所,91331004MACA67XL1Y,未定级,无等级,未定级,65246.0
路桥乾坤中医诊所有限公司环西三路中医诊所,TE3310043300599160,未定级,无等级,未定级,65305.0
路桥亚非口腔门诊部（台州市路桥亚非口腔门诊部有限公司）,TE3310043300432680,未定级,无等级,未定级,64952.0
路桥佰草堂中医门诊部,92331004MA2DW7M06D,未定级,无等级,未定级,65061.0
路桥区妇幼健康服务中心,12331004MB0M779056,未定级,无等级,未定级,65034.0
路桥区峰江街道万达村八份卫生室,TE3310043300459560,未定级,无等级,未定级,65067.0
路桥区峰江街道万达村葛家卫生室,TE3310043300325960,未定级,无等级,未定级,65100.0
路桥区峰江街道上陶村卫生室,TE3310043300326830,未定级,无等级,未定级,65055.0
路桥区峰江街道保全村后黄卫生室,TE3310043300330070,未定级,无等级,未定级,65079.0
路桥区峰江街道保全村打网桥卫生室,TE3310043300328620,未定级,无等级,未定级,65080.0
路桥区峰江街道安溶村卫生室,TE3310043300313080,未定级,无等级,未定级,65089.0
路桥区峰江街道沧前新村卫生室,TE3310043300327550,未定级,无等级,未定级,65078.0
路桥区峰江街道白枫岙村卫生室,PDYX33100419D60090,未定级,无等级,未定级,65019.0
路桥区峰江街道苍屿村卫生室,TE3310043300381610,未定级,无等级,未定级,65029.0
路桥区峰江街道蒋僧桥村卫生室,TE3310043300329620,未定级,无等级,未定级,65074.0
路桥区峰江街道谷岙村卫生室,12331004472710086C,未定级,无等级,未定级,65010.0
路桥区峰江街道钟洋村钟家卫生室,TE3310043300326110,未定级,无等级,未定级,65094.0
路桥区峰江街道黄施洋村筻李王卫生室,TE3310043300325440,未定级,无等级,未定级,65063.0
路桥区峰江街道黄施洋村黄施洋卫生室,TE3310043300322370,未定级,无等级,未定级,65107.0
路桥区康泰养老院门诊部,TE3310043300492650,未定级,无等级,未定级,65310.0
路桥区政府医务室,TE3310043300318700,未定级,无等级,未定级,64995.0
路桥区新桥镇五凤路卫生室,TE3310043300318200,未定级,无等级,未定级,65092.0
路桥区新桥镇十甲陈村卫生室,TE3310043300329670,未定级,无等级,未定级,65093.0
路桥区新桥镇华章村卫生室,12331004472710107W,未定级,无等级,无级别,64970.0
路桥区新桥镇郑际村卫生室,TE3310043300320110,未定级,无等级,未定级,65098.0
路桥区新桥镇金良社区新良卫生室,TE3310043300324460,未定级,无等级,未定级,65087.0
路桥区新桥镇金良社区金大田卫生室,TE3310043300326040,未定级,无等级,未定级,65097.0
路桥区新桥镇长泾村卫生室,TE3310043300329120,未定级,无等级,未定级,65096.0
路桥区桐屿街道上山童村卫生室,TE3310043300325220,未定级,无等级,未定级,65129.0
路桥区桐屿街道下庄卢新村卫生室,TE3310043300330190,未定级,无等级,未定级,65132.0
路桥区桐屿街道共和社区卫生服务站,TE3310043300321970,未定级,无等级,未定级,64966.0
路桥区桐屿街道勤丰村卫生室,1233100447271006XH,无级别,无级别,未定级,64965.0
路桥区桐屿街道埠头堂村卫生室,TE3310043300318090,未定级,无等级,未定级,65131.0
路桥区桐屿街道小稠村卫生室,TE3310043300330080,未定级,无等级,未定级,65106.0
路桥区桐屿街道山羊居卫生室,TE3310043300320130,未定级,无等级,未定级,65127.0
路桥区桐屿街道春泽园下岭卫生室,TE3310043300329200,未定级,无等级,未定级,65295.0
路桥区桐屿街道春泽园坐应卫生室,TE3310043300327710,未定级,无等级,未定级,65134.0
路桥区桐屿街道桐杨居卫生室,TE3310043300317030,未定级,无等级,未定级,65133.0
路桥区桐屿街道民主社区卫生服务站,TE3310043300329250,未定级,无等级,未定级,64968.0
路桥区桐屿街道立新村卫生室,TE3310043300323990,未定级,无等级,未定级,65104.0
路桥区桐屿街道飞龙湖卫生室,TE3310043300317640,未定级,无等级,未定级,65234.0
路桥区横街镇九龙村卫生室,TE3310043300324080,未定级,无等级,未定级,65112.0
路桥区横街镇云湖村卫生室,TE3310043300372180,未定级,无等级,未定级,65064.0
路桥区横街镇四甲村卫生室,TE3310043300327300,未定级,无等级,未定级,65109.0
路桥区横街镇坦田村卫生室,TE3310043300313400,未定级,无等级,未定级,65111.0
路桥区横街镇杨桥村卫生室,TE3310043300382210,未定级,无等级,未定级,65016.0
路桥区横街镇泉井社区卫生服务站,12331004777227984P,未定级,无等级,无级别,64997.0
路桥区横街镇洋屿山村卫生室,TE3310043300328530,未定级,无等级,未定级,65101.0
路桥区横街镇陈家村卫生室,N23310047804743109,未定级,无等级,未定级,65006.0
路桥区横街镇马潘村山后潘卫生室,TE3310043300465570,未定级,无等级,未定级,64993.0
路桥区横街镇马潘村马院卫生室,TE3310043300381650,未定级,无等级,未定级,65018.0
路桥区第二中学医务室,TE3310043300328270,未定级,无等级,未定级,65164.0
路桥区老人协会医务室,TE3310043300319510,未定级,无等级,未定级,65308.0
路桥区蓬街镇五联村卫生室,TE3310043300324110,未定级,无等级,未定级,65158.0
路桥区蓬街镇卫生院浦北分院,TE3310043300314180,未定级,无等级,未定级,65044.0
路桥区蓬街镇双桥村卫生室,123310044727101585,无级别,无级别,一级,65008.0
路桥区蓬街镇小伍份村卫生室,TE3310043300321310,未定级,无等级,未定级,65160.0
路桥区蓬街镇幸福村卫生室,TE3310043300321880,未定级,无等级,未定级,65157.0
路桥区蓬街镇新市村卫生室,TE3310043300318740,未定级,无等级,未定级,65144.0
路桥区蓬街镇新星村卫生室,TE3310043300329020,未定级,无等级,未定级,65167.0
路桥区蓬街镇新红村卫生室,TE3310043300318540,未定级,无等级,未定级,65145.0
路桥区蓬街镇新阳居卫生室,TE3310043300327950,未定级,无等级,未定级,65169.0
路桥区蓬街镇新龙村卫生室,TE3310043300324760,未定级,无等级,未定级,65166.0
路桥区蓬街镇杨府庙居卫生室,TE3310043300313450,未定级,无等级,未定级,65155.0
路桥区蓬街镇浦东村徐三卫生室,TE3310043300320000,未定级,无等级,未定级,65165.0
路桥区蓬街镇浦东村旭日卫生室,TE3310043300312200,未定级,无等级,未定级,65154.0
路桥区蓬街镇百步村万胜卫生室,TE3310043300329860,未定级,无等级,未定级,65161.0
路桥区蓬街镇竿蓬村蓬西卫生室,TE3310043300328810,未定级,无等级,未定级,65162.0
路桥区蓬街镇竿蓬社区卫生服务站,TE3310043300317340,未定级,无等级,未定级,65042.0
路桥区蓬街镇联东村卫生室,TE3310043300322670,未定级,无等级,未定级,65159.0
路桥区蓬街镇赛龙村卫生室,TE3310043300485300,未定级,无等级,未定级,65194.0
路桥区蓬街镇镇东村镇东卫生室,TE3310043300328850,未定级,无等级,未定级,65168.0
路桥区蓬街镇镇东村镇海卫生室,TE3310043300324310,未定级,无等级,未定级,65156.0
路桥区蓬街镇镇东村镇西卫生室,TE3310043300327750,未定级,无等级,未定级,65163.0
路桥区螺洋街道上保村卫生室,TE3310043300322460,未定级,无等级,未定级,65028.0
路桥区螺洋街道上倪村卫生室,TE3310043300324070,未定级,无等级,未定级,64971.0
路桥区螺洋街道向央村卫生室,TE3310043300328350,未定级,无等级,未定级,65147.0
